image,D00,D10,D20,D40,combination,split
Japan_009646.jpg,0,1,0,0,D10,train
Japan_008424.jpg,1,0,1,0,D00+D20,train
Japan_009206.jpg,0,0,0,1,D40,train
Japan_005789.jpg,1,1,1,0,D00+D10+D20,train
Japan_006471.jpg,0,0,1,0,D20,train
Japan_004283.jpg,0,0,1,0,D20,train
Japan_012334.jpg,1,0,0,0,D00,train
Japan_004150.jpg,0,0,1,0,D20,train
Japan_001928.jpg,1,0,0,0,D00,train
Japan_004133.jpg,1,0,1,0,D00+D20,train
Japan_001704.jpg,0,0,1,0,D20,train
Japan_000384.jpg,1,1,1,0,D00+D10+D20,train
Japan_005239.jpg,0,0,1,0,D20,train
Japan_007930.jpg,0,0,0,0,NONE,train
Japan_003761.jpg,0,0,1,0,D20,train
Japan_002994.jpg,1,0,0,0,D00,train
Japan_008051.jpg,0,1,1,0,D10+D20,train
Japan_010936.jpg,0,0,1,0,D20,train
Japan_007472.jpg,0,0,0,0,NONE,train
Japan_012970.jpg,1,1,1,0,D00+D10+D20,train
Japan_001684.jpg,1,0,0,0,D00,train
Japan_004372.jpg,0,0,1,0,D20,train
Japan_000538.jpg,0,0,0,0,NONE,train
Japan_010999.jpg,1,0,0,0,D00,train
Japan_001701.jpg,1,0,0,0,D00,train
Japan_010036.jpg,0,0,0,0,NONE,train
Japan_005972.jpg,1,1,0,0,D00+D10,train
Japan_007762.jpg,1,1,0,0,D00+D10,train
Japan_003493.jpg,0,0,1,0,D20,train
Japan_010627.jpg,1,1,1,0,D00+D10+D20,train
Japan_001936.jpg,0,0,1,0,D20,train
Japan_003272.jpg,0,1,1,0,D10+D20,train
Japan_012126.jpg,0,0,0,0,NONE,train
Japan_012864.jpg,0,0,1,0,D20,train
Japan_000575.jpg,1,0,0,0,D00,train
Japan_008638.jpg,0,0,1,0,D20,train
Japan_005854.jpg,0,1,0,0,D10,train
Japan_012817.jpg,0,0,0,0,NONE,train
Japan_001604.jpg,0,1,1,0,D10+D20,train
Japan_009931.jpg,1,0,0,0,D00,train
Japan_007051.jpg,0,1,0,0,D10,train
Japan_008604.jpg,1,1,1,0,D00+D10+D20,train
Japan_001679.jpg,0,0,1,0,D20,train
Japan_008081.jpg,0,0,1,0,D20,train
Japan_008094.jpg,0,0,0,0,NONE,train
Japan_011234.jpg,0,1,0,0,D10,train
Japan_001989.jpg,1,1,0,0,D00+D10,train
Japan_011285.jpg,0,1,0,0,D10,train
Japan_010835.jpg,0,0,0,0,NONE,train
Japan_002978.jpg,1,0,0,0,D00,train
Japan_003951.jpg,0,0,0,0,NONE,train
Japan_007798.jpg,0,0,0,0,NONE,train
Japan_010481.jpg,0,0,1,0,D20,train
Japan_002106.jpg,1,0,0,0,D00,train
Japan_009535.jpg,0,0,1,1,D20+D40,train
Japan_001926.jpg,0,1,0,0,D10,train
Japan_006228.jpg,1,0,0,0,D00,train
Japan_001833.jpg,0,0,1,0,D20,train
Japan_006306.jpg,1,0,0,0,D00,train
Japan_002530.jpg,0,0,1,0,D20,train
Japan_006295.jpg,0,0,1,0,D20,train
Japan_012811.jpg,1,1,0,0,D00+D10,train
Japan_000461.jpg,0,0,0,0,NONE,train
Japan_004427.jpg,1,0,0,0,D00,train
Japan_000874.jpg,0,0,1,1,D20+D40,train
Japan_012484.jpg,0,1,1,0,D10+D20,train
Japan_004638.jpg,0,0,0,0,NONE,train
Japan_009854.jpg,1,1,0,0,D00+D10,train
Japan_005334.jpg,0,0,0,0,NONE,train
Japan_000050.jpg,0,1,1,0,D10+D20,train
Japan_004651.jpg,0,0,1,0,D20,train
Japan_007680.jpg,0,0,1,1,D20+D40,train
Japan_003606.jpg,0,0,1,0,D20,train
Japan_011397.jpg,0,0,0,0,NONE,train
Japan_011196.jpg,0,0,1,0,D20,train
Japan_006233.jpg,0,0,0,0,NONE,train
Japan_003425.jpg,1,0,1,0,D00+D20,train
Japan_006970.jpg,0,0,0,0,NONE,train
Japan_011524.jpg,1,1,0,0,D00+D10,train
Japan_009779.jpg,1,0,0,0,D00,train
Japan_001045.jpg,0,0,0,0,NONE,train
Japan_002357.jpg,1,0,1,1,D00+D20+D40,train
Japan_010772.jpg,0,0,1,0,D20,train
Japan_011847.jpg,0,0,1,0,D20,train
Japan_003548.jpg,0,0,0,1,D40,train
Japan_008390.jpg,0,0,0,0,NONE,train
Japan_002151.jpg,0,0,1,0,D20,train
Japan_011559.jpg,0,0,0,1,D40,train
Japan_003896.jpg,1,0,0,0,D00,train
Japan_008799.jpg,0,0,1,0,D20,train
Japan_012850.jpg,1,1,0,0,D00+D10,train
Japan_012868.jpg,1,0,0,0,D00,train
Japan_009672.jpg,0,1,1,1,D10+D20+D40,train
Japan_007175.jpg,0,1,0,0,D10,train
Japan_012593.jpg,1,1,0,0,D00+D10,train
Japan_007040.jpg,1,1,0,0,D00+D10,train
Japan_011766.jpg,0,0,0,0,NONE,train
Japan_011922.jpg,0,1,1,0,D10+D20,train
Japan_004225.jpg,0,0,1,0,D20,train
Japan_007253.jpg,0,1,1,0,D10+D20,train
Japan_007131.jpg,0,1,0,0,D10,train
Japan_003162.jpg,0,0,1,0,D20,train
Japan_012611.jpg,1,1,1,0,D00+D10+D20,train
Japan_009812.jpg,1,0,0,0,D00,train
Japan_008054.jpg,1,0,0,0,D00,train
Japan_011344.jpg,0,0,0,0,NONE,train
Japan_004877.jpg,1,0,1,0,D00+D20,train
Japan_000124.jpg,0,0,0,0,NONE,train
Japan_010644.jpg,0,0,0,0,NONE,train
Japan_009801.jpg,0,0,1,0,D20,train
Japan_005488.jpg,0,0,0,0,NONE,train
Japan_001398.jpg,1,0,0,0,D00,train
Japan_005650.jpg,0,0,0,0,NONE,train
Japan_002933.jpg,0,0,0,0,NONE,train
Japan_003688.jpg,0,0,0,1,D40,train
Japan_005565.jpg,1,0,0,0,D00,train
Japan_002448.jpg,0,0,1,0,D20,train
Japan_003003.jpg,0,0,1,0,D20,train
Japan_011530.jpg,1,0,0,0,D00,train
Japan_007638.jpg,0,0,0,0,NONE,train
Japan_001531.jpg,0,0,1,0,D20,train
Japan_000177.jpg,0,0,0,0,NONE,train
Japan_011772.jpg,0,1,0,0,D10,train
Japan_009740.jpg,1,1,0,0,D00+D10,train
Japan_012840.jpg,0,0,0,0,NONE,train
Japan_001706.jpg,0,0,1,0,D20,train
Japan_008013.jpg,1,0,0,0,D00,train
Japan_002714.jpg,0,0,1,0,D20,train
Japan_002918.jpg,1,0,1,0,D00+D20,train
Japan_009491.jpg,0,0,1,0,D20,train
Japan_008326.jpg,0,0,0,0,NONE,train
Japan_010466.jpg,0,0,0,0,NONE,train
Japan_001078.jpg,0,1,1,0,D10+D20,train
Japan_007086.jpg,1,0,0,0,D00,train
Japan_011983.jpg,0,1,0,0,D10,train
Japan_007836.jpg,0,1,1,0,D10+D20,train
Japan_004443.jpg,0,0,1,0,D20,train
Japan_002095.jpg,1,0,0,0,D00,train
Japan_008438.jpg,0,0,0,0,NONE,train
Japan_000112.jpg,0,0,0,0,NONE,train
Japan_010552.jpg,0,0,1,1,D20+D40,train
Japan_012440.jpg,1,0,0,0,D00,train
Japan_006477.jpg,0,0,1,0,D20,train
Japan_002506.jpg,0,0,1,0,D20,train
Japan_010386.jpg,0,0,1,0,D20,train
Japan_000494.jpg,0,0,1,0,D20,train
Japan_011173.jpg,0,0,0,1,D40,train
Japan_001802.jpg,0,0,1,1,D20+D40,train
Japan_001077.jpg,0,0,1,1,D20+D40,train
Japan_003064.jpg,0,1,1,0,D10+D20,train
Japan_008330.jpg,0,0,0,0,NONE,train
Japan_011075.jpg,1,1,0,0,D00+D10,train
Japan_006740.jpg,0,1,0,0,D10,train
Japan_009794.jpg,0,0,1,0,D20,train
Japan_000918.jpg,0,1,0,0,D10,train
Japan_011030.jpg,0,0,0,0,NONE,train
Japan_007628.jpg,0,0,1,0,D20,train
Japan_000066.jpg,0,0,0,0,NONE,train
Japan_002626.jpg,0,0,1,0,D20,train
Japan_012398.jpg,0,0,1,0,D20,train
Japan_005100.jpg,0,0,1,0,D20,train
Japan_006115.jpg,1,1,1,0,D00+D10+D20,train
Japan_000037.jpg,0,1,1,0,D10+D20,train
Japan_013012.jpg,0,0,0,0,NONE,train
Japan_004733.jpg,0,0,0,0,NONE,train
Japan_007335.jpg,0,1,0,0,D10,train
Japan_002908.jpg,1,0,0,0,D00,train
Japan_005651.jpg,1,0,0,0,D00,train
Japan_006686.jpg,1,1,0,0,D00+D10,train
Japan_000719.jpg,0,0,0,0,NONE,train
Japan_005112.jpg,0,0,1,0,D20,train
Japan_001469.jpg,0,0,1,1,D20+D40,train
Japan_003851.jpg,0,0,1,0,D20,train
Japan_010514.jpg,0,1,1,0,D10+D20,train
Japan_000662.jpg,0,0,1,1,D20+D40,train
Japan_007320.jpg,1,0,1,0,D00+D20,train
Japan_011027.jpg,0,1,1,0,D10+D20,train
Japan_009849.jpg,0,0,0,0,NONE,train
Japan_003781.jpg,0,1,1,0,D10+D20,train
Japan_012921.jpg,1,0,1,0,D00+D20,train
Japan_009850.jpg,0,0,1,0,D20,train
Japan_007529.jpg,0,0,1,0,D20,train
Japan_001730.jpg,0,1,1,0,D10+D20,train
Japan_003842.jpg,0,0,0,0,NONE,train
Japan_010422.jpg,0,0,1,1,D20+D40,train
Japan_004843.jpg,0,0,1,0,D20,train
Japan_004864.jpg,0,0,1,1,D20+D40,train
Japan_000204.jpg,0,0,1,0,D20,train
Japan_008992.jpg,1,0,0,0,D00,train
Japan_004867.jpg,0,1,1,0,D10+D20,train
Japan_007779.jpg,0,0,1,1,D20+D40,train
Japan_002512.jpg,0,0,1,0,D20,train
Japan_009839.jpg,1,1,0,0,D00+D10,train
Japan_004525.jpg,0,0,0,0,NONE,train
Japan_000864.jpg,0,1,0,0,D10,train
Japan_007998.jpg,0,0,0,0,NONE,train
Japan_012435.jpg,1,0,0,0,D00,train
Japan_005270.jpg,0,0,0,1,D40,train
Japan_010729.jpg,1,1,0,0,D00+D10,train
Japan_005243.jpg,0,1,1,0,D10+D20,train
Japan_001532.jpg,1,0,0,0,D00,train
Japan_006793.jpg,0,0,1,0,D20,train
Japan_008846.jpg,1,1,1,0,D00+D10+D20,train
Japan_003440.jpg,0,0,1,0,D20,train
Japan_002256.jpg,0,1,1,0,D10+D20,train
Japan_011956.jpg,1,1,0,0,D00+D10,train
Japan_002443.jpg,1,0,0,0,D00,train
Japan_011916.jpg,0,1,0,0,D10,train
Japan_000383.jpg,0,0,0,1,D40,train
Japan_011091.jpg,1,0,1,0,D00+D20,train
Japan_002201.jpg,1,0,0,0,D00,train
Japan_009028.jpg,0,1,0,0,D10,train
Japan_005575.jpg,0,0,1,0,D20,train
Japan_001823.jpg,1,0,0,0,D00,train
Japan_000029.jpg,0,0,0,0,NONE,train
Japan_006500.jpg,1,0,0,0,D00,train
Japan_012407.jpg,0,0,0,0,NONE,train
Japan_009557.jpg,0,0,0,0,NONE,train
Japan_003718.jpg,1,0,0,0,D00,train
Japan_010372.jpg,0,0,1,0,D20,train
Japan_007352.jpg,0,0,1,0,D20,train
Japan_004844.jpg,0,0,0,0,NONE,train
Japan_004742.jpg,1,0,0,0,D00,train
Japan_003278.jpg,0,0,0,0,NONE,train
Japan_001962.jpg,1,0,1,0,D00+D20,train
Japan_006222.jpg,0,0,0,0,NONE,train
Japan_012918.jpg,0,0,0,0,NONE,train
Japan_000002.jpg,0,0,0,0,NONE,train
Japan_004082.jpg,1,0,0,0,D00,train
Japan_003532.jpg,1,0,0,0,D00,train
Japan_005066.jpg,1,0,1,0,D00+D20,train
Japan_008875.jpg,0,0,0,0,NONE,train
Japan_009847.jpg,0,0,0,0,NONE,train
Japan_004544.jpg,0,0,1,0,D20,train
Japan_001953.jpg,0,0,1,0,D20,train
Japan_003488.jpg,0,0,0,0,NONE,train
Japan_002154.jpg,0,0,1,1,D20+D40,train
Japan_007287.jpg,0,0,1,0,D20,train
Japan_012186.jpg,0,0,0,0,NONE,train
Japan_012763.jpg,0,1,0,1,D10+D40,train
Japan_001351.jpg,0,0,0,1,D40,train
Japan_012994.jpg,0,0,1,0,D20,train
Japan_011477.jpg,0,0,0,0,NONE,train
Japan_004783.jpg,1,0,0,0,D00,train
Japan_013073.jpg,0,0,0,1,D40,train
Japan_006368.jpg,0,0,0,0,NONE,train
Japan_008158.jpg,0,0,1,0,D20,train
Japan_002550.jpg,0,0,0,0,NONE,train
Japan_002913.jpg,1,0,1,0,D00+D20,train
Japan_002497.jpg,1,1,1,0,D00+D10+D20,train
Japan_006415.jpg,1,0,0,0,D00,train
Japan_005220.jpg,0,1,0,0,D10,train
Japan_000175.jpg,0,0,0,0,NONE,train
Japan_006373.jpg,0,0,0,0,NONE,train
Japan_004753.jpg,0,0,0,0,NONE,train
Japan_008211.jpg,0,0,1,0,D20,train
Japan_001649.jpg,0,0,0,1,D40,train
Japan_010107.jpg,0,1,1,0,D10+D20,train
Japan_012595.jpg,1,0,0,0,D00,train
Japan_006612.jpg,0,1,0,0,D10,train
Japan_003449.jpg,1,0,0,0,D00,train
Japan_012765.jpg,1,0,0,0,D00,train
Japan_011109.jpg,0,0,1,0,D20,train
Japan_012161.jpg,1,0,0,0,D00,train
Japan_005130.jpg,0,0,0,1,D40,train
Japan_010642.jpg,0,1,0,0,D10,train
Japan_010376.jpg,0,0,0,1,D40,train
Japan_004390.jpg,0,0,0,0,NONE,train
Japan_009298.jpg,0,0,1,0,D20,train
Japan_010236.jpg,0,0,1,0,D20,train
Japan_011279.jpg,1,1,1,1,D00+D10+D20+D40,train
Japan_009262.jpg,1,1,0,1,D00+D10+D40,train
Japan_008021.jpg,1,0,0,0,D00,train
Japan_001046.jpg,0,0,0,0,NONE,train
Japan_004428.jpg,1,1,0,0,D00+D10,train
Japan_000230.jpg,0,0,0,0,NONE,train
Japan_008991.jpg,1,0,0,0,D00,train
Japan_008662.jpg,0,0,1,0,D20,train
Japan_008863.jpg,0,0,0,0,NONE,train
Japan_011497.jpg,1,0,0,0,D00,train
Japan_010051.jpg,1,0,1,0,D00+D20,train
Japan_002631.jpg,0,0,0,0,NONE,train
Japan_011722.jpg,0,0,0,0,NONE,train
Japan_001396.jpg,1,1,0,0,D00+D10,train
Japan_012011.jpg,1,0,0,0,D00,train
Japan_006645.jpg,1,1,0,0,D00+D10,train
Japan_009067.jpg,1,0,0,0,D00,train
Japan_010653.jpg,0,0,1,0,D20,train
Japan_003257.jpg,1,1,1,0,D00+D10+D20,train
Japan_009040.jpg,1,1,0,0,D00+D10,train
Japan_012399.jpg,0,0,1,1,D20+D40,train
Japan_007342.jpg,0,0,1,0,D20,train
Japan_009443.jpg,1,0,0,0,D00,train
Japan_009095.jpg,1,1,1,0,D00+D10+D20,train
Japan_009935.jpg,0,0,1,1,D20+D40,train
Japan_004731.jpg,0,0,1,0,D20,train
Japan_008469.jpg,1,0,0,0,D00,train
Japan_011603.jpg,0,1,0,0,D10,train
Japan_011460.jpg,0,0,0,0,NONE,train
Japan_011697.jpg,1,1,1,0,D00+D10+D20,train
Japan_002171.jpg,0,0,0,0,NONE,train
Japan_006703.jpg,0,0,0,0,NONE,train
Japan_008814.jpg,1,0,0,0,D00,train
Japan_010900.jpg,0,0,1,0,D20,train
Japan_008347.jpg,1,1,0,0,D00+D10,train
Japan_007272.jpg,1,0,1,1,D00+D20+D40,train
Japan_005188.jpg,0,0,0,1,D40,train
Japan_001763.jpg,0,1,1,0,D10+D20,train
Japan_004716.jpg,0,0,1,1,D20+D40,train
Japan_008738.jpg,0,0,0,0,NONE,train
Japan_012141.jpg,0,0,0,0,NONE,train
Japan_000658.jpg,0,1,0,0,D10,train
Japan_005274.jpg,0,1,1,0,D10+D20,train
Japan_004424.jpg,0,0,0,0,NONE,train
Japan_010149.jpg,0,0,1,0,D20,train
Japan_012055.jpg,1,1,1,0,D00+D10+D20,train
Japan_011255.jpg,1,1,0,0,D00+D10,train
Japan_010497.jpg,0,0,0,0,NONE,train
Japan_007101.jpg,0,0,1,0,D20,train
Japan_004925.jpg,0,1,0,0,D10,train
Japan_000712.jpg,0,0,0,0,NONE,train
Japan_011182.jpg,0,0,1,0,D20,train
Japan_009220.jpg,0,0,1,0,D20,train
Japan_011807.jpg,0,0,0,0,NONE,train
Japan_007886.jpg,0,0,1,0,D20,train
Japan_005932.jpg,0,1,0,0,D10,train
Japan_009974.jpg,0,0,0,0,NONE,train
Japan_006918.jpg,0,1,0,0,D10,train
Japan_007739.jpg,1,0,0,0,D00,train
Japan_002427.jpg,0,0,1,0,D20,train
Japan_003802.jpg,1,1,1,0,D00+D10+D20,train
Japan_007600.jpg,0,0,1,1,D20+D40,train
Japan_002223.jpg,0,0,1,0,D20,train
Japan_009942.jpg,1,1,0,0,D00+D10,train
Japan_000140.jpg,0,0,1,0,D20,train
Japan_007865.jpg,1,0,0,0,D00,train
Japan_007820.jpg,0,0,1,1,D20+D40,train
Japan_009094.jpg,0,0,1,1,D20+D40,train
Japan_007151.jpg,0,0,0,0,NONE,train
Japan_004726.jpg,0,0,1,0,D20,train
Japan_009107.jpg,0,1,1,0,D10+D20,train
Japan_003884.jpg,0,0,1,0,D20,train
Japan_012181.jpg,0,0,0,0,NONE,train
Japan_004003.jpg,0,0,0,0,NONE,train
Japan_005218.jpg,0,0,1,0,D20,train
Japan_004822.jpg,0,0,1,1,D20+D40,train
Japan_002582.jpg,0,0,1,0,D20,train
Japan_002188.jpg,0,0,0,1,D40,train
Japan_006725.jpg,0,0,1,0,D20,train
Japan_010116.jpg,0,0,1,0,D20,train
Japan_008349.jpg,1,0,1,0,D00+D20,train
Japan_012669.jpg,1,1,1,0,D00+D10+D20,train
Japan_000242.jpg,0,0,1,0,D20,train
Japan_011114.jpg,1,0,1,0,D00+D20,train
Japan_010614.jpg,0,0,0,0,NONE,train
Japan_000983.jpg,0,0,1,0,D20,train
Japan_002134.jpg,0,0,1,0,D20,train
Japan_009103.jpg,1,1,0,0,D00+D10,train
Japan_010738.jpg,0,0,1,0,D20,train
Japan_012333.jpg,0,0,1,0,D20,train
Japan_000450.jpg,0,0,0,0,NONE,train
Japan_012636.jpg,0,0,1,0,D20,train
Japan_001830.jpg,0,0,0,0,NONE,train
Japan_006625.jpg,0,0,1,0,D20,train
Japan_008945.jpg,0,0,1,0,D20,train
Japan_000325.jpg,0,0,1,0,D20,train
Japan_002238.jpg,1,0,0,0,D00,train
Japan_004901.jpg,1,0,0,0,D00,train
Japan_005615.jpg,0,1,1,0,D10+D20,train
Japan_002776.jpg,0,0,0,0,NONE,train
Japan_012965.jpg,0,1,0,0,D10,train
Japan_000942.jpg,0,0,0,0,NONE,train
Japan_001831.jpg,0,0,0,0,NONE,train
Japan_009602.jpg,0,0,0,0,NONE,train
Japan_006063.jpg,0,0,1,0,D20,train
Japan_004569.jpg,0,0,1,0,D20,train
Japan_001566.jpg,0,0,0,1,D40,train
Japan_003666.jpg,0,0,0,0,NONE,train
Japan_006265.jpg,0,0,1,0,D20,train
Japan_011637.jpg,1,0,0,0,D00,train
Japan_007077.jpg,0,0,1,0,D20,train
Japan_000076.jpg,1,0,0,0,D00,train
Japan_006779.jpg,0,1,1,0,D10+D20,train
Japan_002370.jpg,0,0,0,0,NONE,train
Japan_012623.jpg,0,0,1,0,D20,train
Japan_011382.jpg,1,1,1,0,D00+D10+D20,train
Japan_004630.jpg,1,1,0,0,D00+D10,train
Japan_002666.jpg,0,0,1,0,D20,train
Japan_004329.jpg,1,1,0,0,D00+D10,train
Japan_008479.jpg,0,0,0,0,NONE,train
Japan_005008.jpg,0,0,1,0,D20,train
Japan_005936.jpg,0,0,0,1,D40,train
Japan_012485.jpg,0,0,1,0,D20,train
Japan_012336.jpg,1,0,1,0,D00+D20,train
Japan_008057.jpg,1,1,1,0,D00+D10+D20,train
Japan_013112.jpg,0,0,1,1,D20+D40,train
Japan_011253.jpg,0,0,0,0,NONE,train
Japan_007933.jpg,0,1,0,0,D10,train
Japan_003336.jpg,0,0,0,0,NONE,train
Japan_009090.jpg,0,0,0,0,NONE,train
Japan_012310.jpg,1,0,0,0,D00,train
Japan_000916.jpg,0,0,0,0,NONE,train
Japan_012696.jpg,1,1,0,0,D00+D10,train
Japan_006555.jpg,0,0,1,1,D20+D40,train
Japan_006007.jpg,1,0,0,0,D00,train
Japan_010402.jpg,0,0,0,1,D40,train
Japan_005141.jpg,1,0,0,0,D00,train
Japan_011562.jpg,1,0,0,0,D00,train
Japan_006930.jpg,0,1,0,0,D10,train
Japan_000931.jpg,1,0,0,0,D00,train
Japan_000364.jpg,0,0,1,1,D20+D40,train
Japan_001002.jpg,1,1,0,0,D00+D10,train
Japan_012068.jpg,0,0,0,0,NONE,train
Japan_008327.jpg,0,0,1,0,D20,train
Japan_000896.jpg,0,1,1,0,D10+D20,train
Japan_007314.jpg,0,0,0,0,NONE,train
Japan_004451.jpg,0,0,0,0,NONE,train
Japan_010128.jpg,0,1,1,0,D10+D20,train
Japan_001216.jpg,0,0,1,1,D20+D40,train
Japan_006204.jpg,1,1,1,0,D00+D10+D20,train
Japan_011972.jpg,0,0,0,0,NONE,train
Japan_006391.jpg,1,1,1,0,D00+D10+D20,train
Japan_012567.jpg,0,0,0,0,NONE,train
Japan_002796.jpg,0,0,1,0,D20,train
Japan_006429.jpg,1,0,0,0,D00,train
Japan_012602.jpg,0,1,1,0,D10+D20,train
Japan_002843.jpg,0,0,1,0,D20,train
Japan_007728.jpg,0,0,1,0,D20,train
Japan_002680.jpg,0,0,0,0,NONE,train
Japan_005829.jpg,0,0,0,0,NONE,train
Japan_011676.jpg,0,1,0,0,D10,train
Japan_000694.jpg,0,0,1,0,D20,train
Japan_008115.jpg,0,0,0,0,NONE,train
Japan_000920.jpg,1,0,1,0,D00+D20,train
Japan_001236.jpg,0,1,1,0,D10+D20,train
Japan_001482.jpg,0,0,0,0,NONE,train
Japan_001252.jpg,0,0,1,1,D20+D40,train
Japan_010574.jpg,1,0,0,0,D00,train
Japan_004296.jpg,0,0,0,1,D40,train
Japan_009791.jpg,1,0,0,0,D00,train
Japan_005974.jpg,0,0,1,0,D20,train
Japan_012695.jpg,0,0,0,0,NONE,train
Japan_000358.jpg,0,0,0,0,NONE,train
Japan_003849.jpg,0,0,1,0,D20,train
Japan_010868.jpg,0,1,1,0,D10+D20,train
Japan_006752.jpg,1,0,0,0,D00,train
Japan_010713.jpg,1,0,0,0,D00,train
Japan_005186.jpg,0,1,1,0,D10+D20,train
Japan_010138.jpg,0,1,1,0,D10+D20,train
Japan_002493.jpg,1,0,0,0,D00,train
Japan_010102.jpg,1,0,1,0,D00+D20,train
Japan_001358.jpg,0,0,0,0,NONE,train
Japan_012656.jpg,1,1,0,0,D00+D10,train
Japan_002624.jpg,0,0,1,0,D20,train
Japan_006971.jpg,0,1,1,0,D10+D20,train
Japan_002983.jpg,0,0,0,0,NONE,train
Japan_012481.jpg,0,0,1,0,D20,train
Japan_009178.jpg,1,1,1,0,D00+D10+D20,train
Japan_005049.jpg,0,0,1,0,D20,train
Japan_009993.jpg,0,0,1,0,D20,train
Japan_002707.jpg,1,0,0,0,D00,train
Japan_002014.jpg,1,0,0,0,D00,train
Japan_012131.jpg,0,0,0,1,D40,train
Japan_003495.jpg,0,1,1,0,D10+D20,train
Japan_006956.jpg,0,1,0,0,D10,train
Japan_011935.jpg,0,0,0,0,NONE,train
Japan_011402.jpg,0,0,1,0,D20,train
Japan_001139.jpg,0,0,1,0,D20,train
Japan_000154.jpg,0,1,0,0,D10,train
Japan_006958.jpg,1,0,1,0,D00+D20,train
Japan_005494.jpg,0,0,1,0,D20,train
Japan_013117.jpg,0,0,0,0,NONE,train
Japan_009821.jpg,0,0,0,0,NONE,train
Japan_009297.jpg,0,0,1,0,D20,train
Japan_005362.jpg,0,0,1,0,D20,train
Japan_009070.jpg,1,0,1,0,D00+D20,train
Japan_007016.jpg,0,0,0,0,NONE,train
Japan_009510.jpg,1,0,0,0,D00,train
Japan_006903.jpg,0,1,1,0,D10+D20,train
Japan_007374.jpg,1,0,0,1,D00+D40,train
Japan_007252.jpg,0,0,1,0,D20,train
Japan_000332.jpg,0,0,1,1,D20+D40,train
Japan_008302.jpg,0,0,1,0,D20,train
Japan_010954.jpg,1,0,0,0,D00,train
Japan_007186.jpg,0,0,1,0,D20,train
Japan_007625.jpg,0,0,1,0,D20,train
Japan_011582.jpg,0,0,0,0,NONE,train
Japan_008872.jpg,0,0,1,0,D20,train
Japan_011055.jpg,1,0,1,1,D00+D20+D40,train
Japan_012226.jpg,0,0,1,1,D20+D40,train
Japan_002144.jpg,1,0,0,0,D00,train
Japan_003952.jpg,0,1,1,0,D10+D20,train
Japan_009068.jpg,0,0,1,0,D20,train
Japan_000409.jpg,1,0,1,0,D00+D20,train
Japan_005303.jpg,1,0,1,0,D00+D20,train
Japan_003256.jpg,1,1,0,0,D00+D10,train
Japan_001438.jpg,1,0,0,0,D00,train
Japan_004466.jpg,1,1,0,0,D00+D10,train
Japan_007759.jpg,1,0,0,0,D00,train
Japan_010464.jpg,0,0,1,1,D20+D40,train
Japan_004276.jpg,0,0,0,0,NONE,train
Japan_008938.jpg,1,0,0,0,D00,train
Japan_010944.jpg,0,0,0,1,D40,train
Japan_003970.jpg,1,1,0,0,D00+D10,train
Japan_006864.jpg,0,1,0,0,D10,train
Japan_010657.jpg,1,1,1,0,D00+D10+D20,train
Japan_012715.jpg,1,1,0,0,D00+D10,train
Japan_007696.jpg,0,0,1,0,D20,train
Japan_007974.jpg,0,0,1,0,D20,train
Japan_007341.jpg,1,1,0,0,D00+D10,train
Japan_004711.jpg,0,0,0,0,NONE,train
Japan_003943.jpg,1,0,0,0,D00,train
Japan_008779.jpg,0,1,1,1,D10+D20+D40,train
Japan_012785.jpg,0,0,1,1,D20+D40,train
Japan_012842.jpg,0,0,0,0,NONE,train
Japan_008234.jpg,1,0,1,0,D00+D20,train
Japan_002460.jpg,0,0,0,0,NONE,train
Japan_004908.jpg,0,0,1,1,D20+D40,train
Japan_011641.jpg,0,1,0,0,D10,train
Japan_007259.jpg,0,0,1,0,D20,train
Japan_004336.jpg,0,0,0,0,NONE,train
Japan_004449.jpg,0,0,1,0,D20,train
Japan_002187.jpg,0,0,0,0,NONE,train
Japan_007371.jpg,0,0,0,1,D40,train
Japan_003684.jpg,0,0,1,1,D20+D40,train
Japan_008865.jpg,0,0,0,0,NONE,train
Japan_005728.jpg,0,0,1,0,D20,train
Japan_012964.jpg,0,0,1,1,D20+D40,train
Japan_011487.jpg,1,0,0,0,D00,train
Japan_005167.jpg,0,0,0,0,NONE,train
Japan_004547.jpg,1,0,0,0,D00,train
Japan_009082.jpg,0,0,0,0,NONE,train
Japan_005493.jpg,0,0,0,0,NONE,train
Japan_009404.jpg,1,0,1,0,D00+D20,train
Japan_011774.jpg,0,0,0,0,NONE,train
Japan_006395.jpg,0,0,0,0,NONE,train
Japan_005421.jpg,1,0,0,0,D00,train
Japan_008975.jpg,1,0,1,0,D00+D20,train
Japan_000063.jpg,1,0,0,0,D00,train
Japan_010841.jpg,0,0,1,0,D20,train
Japan_007103.jpg,0,0,0,0,NONE,train
Japan_008596.jpg,0,0,1,0,D20,train
Japan_011428.jpg,1,1,1,0,D00+D10+D20,train
Japan_000901.jpg,1,0,0,0,D00,train
Japan_011915.jpg,0,0,1,0,D20,train
Japan_012037.jpg,0,0,0,0,NONE,train
Japan_013031.jpg,1,0,0,0,D00,train
Japan_006307.jpg,0,0,1,0,D20,train
Japan_011046.jpg,0,0,0,0,NONE,train
Japan_000291.jpg,0,0,0,1,D40,train
Japan_005591.jpg,0,0,1,0,D20,train
Japan_012385.jpg,0,0,1,0,D20,train
Japan_008155.jpg,0,0,1,1,D20+D40,train
Japan_005466.jpg,0,0,0,0,NONE,train
